ID_Barra,Tipo_Barra,Tensao_Base_kV,Tensao_Mag_pu,Tensao_Ang_graus,P_Geracao_pu,Q_Geracao_pu,P_Carga_pu,Q_Carga_pu,Desvio_Tensao_QLIM_pu,Corte_Reativo_VLIM_pu,Corte_Ativo_DERA_pu,Corte_Reativo_DERA_pu
5222,1,230.0,0.9927568300641737,-6.347832797818537,0.0,0.0,5.082,-0.179,0.0,6.965145881584976e-9,-8.181795331944523e-9,2.8818208666235144e-10
5226,1,69.0,0.9736783093938204,-8.166578671167896,0.0,0.0,-0.23600000000000002,-0.001,0.0,7.5356372169634e-9,0.0,0.0
5231,1,13.8,0.9948525121350118,-5.860745886942927,0.0,0.0,0.0,0.0,0.0,-1.7114550924260865e-5,0.0,0.0
5232,2,990.0,1.040035503198685,-5.8695378124654285,0.0,0.19999697168227712,0.0,0.0,0.0,0.0,0.0,0.0
5235,1,138.0,0.9965090772050019,-5.486864402998454,0.0,0.0,0.0,0.0,0.0,-3.0291495573182634e-5,0.0,0.0
5236,1,991.0,0.9948510257868528,-5.860745886942927,0.0,0.0,0.0,0.0,0.0,-1.7114599788901243e-5,0.0,0.0
5237,1,991.0,1.0049936667021058,-5.8695378124654285,0.0,0.0,0.0,0.0,0.0,-1.6375282829660982e-5,0.0,0.0
5238,1,13.8,1.0169212511864898,-5.8695378124654285,0.0,0.0,0.0,0.0,0.0,-1.588270440833563e-5,0.0,0.0
5239,1,991.0,0.9812709338513282,-6.347832797818537,0.0,0.0,0.0,0.0,0.0,-1.3971983717621904e-6,0.0,0.0
5240,2,992.0,1.0055127968301132,0.29767448291188897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5241,1,230.0,1.0304843042913383,1.5241793437765818,0.0,0.0,0.0,0.0,0.0,-3.725175568062134e-8,0.0,0.0
5242,2,992.0,1.0055127968301132,0.29767448291188897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5243,1,69.0,1.014000033683749,-1.443736124274009,0.0,0.0,1.6480000000000001,0.040999999999999995,0.0,-3.643697940513253e-8,-8.18182819049581e-9,-2.0355276444801467e-10
5245,1,230.0,1.0327350665052892,1.753819075303518,0.0,0.0,0.0,0.0,0.0,-2.930079694086884e-8,0.0,0.0
5246,1,69.0,1.0052623780880878,0.3019880735358647,0.0,0.0,1.014,0.08,0.0,-2.9418208693623375e-8,-8.181825515219614e-9,-6.455089163881352e-10
5247,1,991.0,0.9747389334697043,-8.26408852526765,0.0,0.0,0.0,0.0,0.0,7.56608719040064e-9,0.0,0.0
5248,1,13.8,0.9747389329749941,-8.26408852526765,0.0,0.0,0.0,0.0,0.0,7.564130614195013e-9,0.0,0.0
5249,1,138.0,0.9500030834400339,-7.970687770795518,0.0,0.0,0.0,0.0,0.0,-9.297626200508908e-5,0.0,0.0
